# AMC Theatres venue map — our flicks.us venue slug -> AMC's own market/theatre slugs.
# GENERATED by data/us/scripts/generate_amc_map.py from AMC's own GraphQL roster
# (viewer.theatres, 523 theatres) joined to data/us/venues.json by coordinates.
# A row exists only where the join was VERIFIED: the AMC theatre is our venue's
# nearest, and either the normalised names agree or it is within 1km with an
# agreeing ZIP. 519 of our 532 AMC venues matched; the 13 that did not are listed
# at the foot of this file and stay on the flicks.us aggregator.
#
# flicksSlug	amcMarketSlug	amcTheatreSlug	theatreId	ourTitle	amcName	rule	km
amc-dine-in-block-37-chicago	chicago	amc-dine-in-block-37	137	AMC DINE-IN Block 37 Chicago	AMC DINE-IN Block 37	geo<=1km+zip	0.02
amc-dine-in-bridgewater-7	bridgewater	amc-dine-in-bridgewater-7	868	AMC DINE-IN Bridgewater 7	AMC DINE-IN Bridgewater 7	name+geo	0.14
amc-dine-in-cherry-creek-8	denver	amc-dine-in-cherry-creek-8	6215	AMC DINE-IN Cherry Creek 8	AMC DINE-IN Cherry Creek 8	name+geo	0.02
amc-dine-in-coral-ridge-10	miami-ft-lauderdale	amc-dine-in-coral-ridge-10	270	AMC DINE-IN Coral Ridge 10	AMC DINE-IN Coral Ridge 10	name+geo	0.0
amc-dine-in-desert-ridge-18	phoenix	amc-desert-ridge-18	190	AMC DINE-IN Desert Ridge 18	AMC Desert Ridge 18	name+geo	0.16
amc-dine-in-easton-town-center-28	columbus	amc-easton-town-center-30	385	AMC DINE-IN Easton Town Center 28	AMC Easton Town Center 30	geo<=1km+zip	0.02
amc-dine-in-esplanade-14	phoenix	amc-dine-in-esplanade-14	99	AMC DINE-IN Esplanade 14	AMC DINE-IN Esplanade 14	name+geo	0.08
amc-dine-in-essex-green-9	west-orange	amc-dine-in-essex-green-9	867	AMC DINE-IN Essex Green 9	AMC DINE-IN Essex Green 9	name+geo	0.06
amc-dine-in-fashion-district-8	philadelphia	amc-dine-in-fashion-district-8	595	AMC DINE-IN Fashion District 8	AMC DINE-IN Fashion District 8	name+geo	0.09
amc-dine-in-framingham-16	boston	amc-framingham-16	810	AMC DINE-IN Framingham 16	AMC Framingham 16	name+geo	0.02
amc-dine-in-fullerton-20	los-angeles	amc-fullerton-20	248	AMC Fullerton 20	AMC Fullerton 20	name+geo	0.09
amc-dine-in-holly-springs-9	raleigh-durham	amc-dine-in-holly-springs-9	4322	AMC DINE-IN Holly Springs 9	AMC DINE-IN Holly Springs 9	name+geo	0.0
amc-dine-in-huntington-square-12	new-york-city	amc-huntington-square-12	555	AMC DINE-IN Huntington Square 12	AMC Huntington Square 12	name+geo	0.23
amc-dine-in-levittown-10	new-york-city	amc-levittown-10	2141	AMC DINE-IN Levittown 10	AMC Levittown 10	name+geo	0.05
amc-dine-in-manhattan-town-center-13	topeka-ks	amc-manhattan-13	4261	AMC Manhattan 13	AMC Manhattan 13	name+geo	0.14
amc-dine-in-menlo-park-12	edison	amc-dine-in-menlo-park-12	2235	AMC DINE-IN Menlo Park 12	AMC DINE-IN Menlo Park 12	name+geo	2.85
amc-dine-in-midlothian-10	richmond-va	amc-dine-in-midlothian-10	4510	AMC DINE-IN Midlothian 10	AMC DINE-IN Midlothian 10	name+geo	0.05
amc-dine-in-montclair-place-12	los-angeles	amc-montclair-place-12	436	AMC DINE-IN Montclair Place 12	AMC Montclair Place 12	name+geo	0.45
amc-dine-in-painters-crossing-west-chester-9	philadelphia	amc-dine-in-painters-crossing-9	598	AMC DINE-IN Painters Crossing West Chester 9	AMC DINE-IN Painters Crossing 9	geo<=1km+zip	0.01
amc-dine-in-poway-10	san-diego	amc-poway-10	4144	AMC DINE-IN Poway 10	AMC Poway 10	name+geo	0.03
amc-dine-in-prairiefire-17	kansas-city	amc-prairiefire-17	612	AMC Prairiefire 17	AMC Prairiefire 17	name+geo	0.05
amc-dine-in-southgate-9	missoula-mt	amc-dine-in-southgate-9	4295	AMC DINE-IN Southgate 9	AMC DINE-IN SOUTHGATE 9	name+geo	0.14
amc-dine-in-stonebriar-24	dallas-ft-worth	amc-stonebriar-24	260	AMC DINE-IN Stonebriar 24	AMC Stonebriar 24	name+geo	0.07
amc-dine-in-studio-28	kansas-city	amc-studio-28	610	AMC DINE-IN Studio 28	AMC Studio 28	name+geo	0.04
amc-dine-in-sunnyvale-12	san-francisco	amc-sunnyvale-12	420	AMC DINE-IN Sunnyvale 12	AMC Sunnyvale 12	name+geo	0.19
amc-dine-in-tech-ridge-10	austin	amc-dine-in-tech-ridge-10	168	AMC DINE-IN Tech Ridge 10	AMC DINE-IN Tech Ridge 10	name+geo	16.72
amc-dine-in-theatres-marina-marina-del-rey-6	los-angeles	amc-dine-in-marina-6	2418	AMC DINE-IN Theatres Marina Marina Del Rey 6	AMC DINE-IN Marina 6	geo<=1km+zip	0.1
amc-dine-in-thoroughbred-franklin	nashville-tn	amc-thoroughbred-20	4457	AMC DINE-IN Thoroughbred Franklin	AMC Thoroughbred 20	geo<=1km+zip	0.05
amc-dine-in-thousand-oaks-14-with-dolby	los-angeles	amc-thousand-oaks-14	4147	AMC DINE-IN Thousand Oaks 14 with Dolby	AMC Thousand Oaks 14	geo<=1km+zip	0.32
amc-dine-in-topanga-12	los-angeles	amc-topanga-12	210	AMC DINE-IN Topanga 12	AMC Topanga 12	name+geo	0.18
amc-dine-in-vestavia-hills-10	birmingham-al	amc-dine-in-vestavia-hills-10	4105	AMC DINE-IN Vestavia Hills 10	AMC DINE-IN Vestavia Hills 10	name+geo	0.04
amc-dine-in-webb-gin-11	atlanta	amc-dine-in-webb-gin-11	4225	AMC DINE-IN Webb Gin 11	AMC DINE-IN Webb Gin 11	name+geo	0.0
amc-dine-in-yorktown-18	chicago	amc-yorktown-18	825	AMC DINE-IN Yorktown 18	AMC Yorktown 18	name+geo	0.55
amc-disney-springs-24	orlando-daytona-beach	amc-dine-in-disney-springs-24	572	AMC Disney Springs 24	AMC DINE-IN Disney Springs 24	name+geo	0.12
amc-dublin-village-18	columbus	amc-dublin-village-18	377	AMC Dublin Village 18	AMC Dublin Village 18	name+geo	0.0
amc-east-hanover-12	east-hanover	amc-east-hanover-12	2181	AMC East Hanover 12	AMC East Hanover 12	name+geo	0.07
amc-eastchase-9-fort-worth	dallas-ft-worth	amc-eastchase-9	165	AMC Eastchase 9 Fort Worth	AMC Eastchase 9	geo<=1km+zip	0.02
amc-eastridge-15-san-jose	san-jose	amc-eastridge-15	219	AMC Eastridge 15 San Jose	AMC Eastridge 15	geo<=1km+zip	0.26
amc-eden-prairie-18	minneapolis-st-paul	amc-eden-prairie-mall-18	650	AMC Eden Prairie 18	AMC Eden Prairie Mall 18	geo<=1km+zip	0.19
amc-edinburg-18	brownsville	amc-edinburg-18	4481	AMC Edinburg 18	AMC Edinburg 18	name+geo	0.15
amc-edwardsville-12	st-louis	amc-edwardsville-12	6252	AMC Edwardsville 12	AMC Edwardsville 12	name+geo	0.2
amc-el-paso-16	el-paso	amc-el-paso-16	4482	AMC El Paso 16	AMC El Paso 16	name+geo	1.52
amc-elmwood-palace-20	new-orleans	amc-elmwood-palace-20	484	AMC Elmwood Palace 20	AMC Elmwood Palace 20	name+geo	0.04
amc-empire-25	new-york-city	amc-empire-25	552	AMC Empire 25	AMC Empire 25	name+geo	0.05
amc-esquire-7	st-louis	amc-esquire-7	6	AMC Esquire 7	AMC Esquire 7	name+geo	0.01
amc-evanston-12	chicago	amc-evanston-12	472	AMC Evanston 12	AMC Evanston 12	name+geo	0.01
amc-evansville-16	evansville	amc-evansville-16	6261	AMC Evansville 16	AMC Evansville 16	name+geo	0.02
amc-factoria-8-bellevue	seattle-tacoma	amc-factoria-8	2434	AMC Factoria 8 Bellevue	AMC Factoria 8	geo<=1km+zip	0.08
amc-fairgrounds-10	philadelphia	amc-fairgrounds-10	4417	AMC Fairgrounds 10	AMC Fairgrounds 10	name+geo	1.21
amc-fallbrook-7	west-hills	amc-fallbrook-7	445	AMC Fallbrook 7	AMC Fallbrook 7	name+geo	0.02
amc-fantasy-5	new-york-city	amc-fantasy-5	2158	AMC Fantasy 5	AMC Fantasy 5	name+geo	0.02
amc-fashion-valley-18-san-diego	san-diego	amc-fashion-valley-18	444	AMC Fashion Valley 18 San Diego	AMC Fashion Valley 18	geo<=1km+zip	0.27
amc-fayetteville-14	raleigh-durham	amc-fayetteville-14	4303	AMC Fayetteville 14	AMC Fayetteville 14	name+geo	0.53
amc-festival-plaza-16	montgomery	amc-festival-plaza-16	461	AMC Festival Plaza 16	AMC Festival Plaza 16	name+geo	0.05
amc-fiesta-square-12	fayetteville	amc-fiesta-square-12	460	AMC Fiesta Square 12	AMC Fiesta Square 12	name+geo	0.03
amc-fire-tower-12	greenville-nc	amc-fire-tower-12	4306	AMC Fire Tower 12	AMC Fire Tower 12	name+geo	0.03
amc-firewheel-18-garland	dallas-ft-worth	amc-firewheel-18	266	AMC Firewheel 18 Garland	AMC Firewheel 18	geo<=1km+zip	0.03
amc-first-colony-24	houston	amc-first-colony-24	262	AMC First Colony 24	AMC First Colony 24	name+geo	0.04
amc-fitchburg-18	madison	amc-fitchburg-18	6284	AMC Fitchburg 18	AMC Fitchburg 18	name+geo	0.03
amc-flatiron-crossing-14	denver	amc-flatiron-crossing-14	52	AMC Flatiron Crossing 14	AMC Flatiron Crossing 14	name+geo	0.05
amc-fleming-island-12	jacksonville	amc-fleming-island-12	4171	AMC Fleming Island 12	AMC Fleming Island 12	name+geo	0.03
amc-foothills-15-tucson	tucson	amc-foothills-15	2698	AMC Foothills 15 Tucson	AMC Foothills 15	geo<=1km+zip	0.04
amc-ford-city-14-chicago	chicago	amc-ford-city-14	827	AMC Ford City 14 Chicago	AMC Ford City 14	geo<=1km+zip	0.32
amc-forum-30-sterling-heights	detroit	amc-forum-30	540	AMC Forum 30 Sterling Heights	AMC Forum 30	geo<=1km+zip	0.66
amc-fountains-18-stafford	houston	amc-fountains-18	2430	AMC Fountains 18 Stafford	AMC Fountains 18	geo<=1km+zip	0.03
amc-freehold-14	freehold	amc-freehold-14	2233	AMC Freehold 14	AMC Freehold 14	name+geo	0.02
amc-fresh-meadows-7	new-york-city	amc-fresh-meadows-7	2151	AMC Fresh Meadows 7	AMC Fresh Meadows 7	name+geo	0.02
amc-galaxy-16	waco	amc-galaxy-16	752	AMC Galaxy 16	AMC Galaxy 16	name+geo	0.02
amc-galewood-crossings-14	chicago	amc-galewood-crossings-14	6148	AMC Galewood Crossings 14	AMC Galewood Crossings 14	name+geo	0.01
amc-garden-state-15	paramus	amc-garden-state-plaza-16	2253	AMC Garden State	AMC Garden State Plaza 16	geo<=1km+zip	0.25
amc-georgetown-14	washington-d-c	amc-georgetown-14	2654	AMC Georgetown 14	AMC Georgetown 14	name+geo	0.01
amc-glen-cove-6	new-york-city	amc-glen-cove-6	551	AMC Glen Cove 6	AMC Glen Cove 6	name+geo	0.03
amc-glendora-12	los-angeles	amc-glendora-12	430	AMC Glendora 12	AMC Glendora 12 @ 210/57	geo<=1km+zip	0.04
amc-grand-rapids-18	grand-rapids	amc-grand-rapids-18	2908	AMC Grand Rapids 18	AMC Grand Rapids 18	name+geo	0.02
amc-grapevine-mills-24	dallas-ft-worth	amc-grapevine-mills-24	175	AMC Grapevine Mills 24	AMC Grapevine Mills 24	name+geo	0.75
amc-greensburg-15	pittsburgh	amc-westmoreland-15	4411	AMC Greensburg 15	AMC Westmoreland 15	geo<=1km+zip	0.11
amc-grove-city-14	columbus	amc-grove-city-14	466	AMC Grove City 14	AMC Grove City 14	name+geo	0.08
amc-gulf-pointe-30-huston	houston	amc-gulf-pointe-30	268	AMC Gulf Pointe 30 Huston	AMC Gulf Pointe 30	geo<=1km+zip	0.28
amc-hammond-palace-10	new-orleans	amc-hammond-palace-10	487	AMC Hammond Palace 10	AMC Hammond Palace 10	name+geo	0.04
amc-hampton-towne-centre-24	norfolk	amc-hampton-towne-centre-24	369	AMC Hampton Towne Centre 24	AMC Hampton Towne Centre 24	name+geo	0.03
amc-hanes-12-winston-salem	greensboro-nc	amc-hanes-12	4320	AMC Hanes 12 Winston-Salem	AMC Hanes 12	geo<=1km+zip	0.12
amc-harbison-14	columbia	amc-harbison-14	4431	AMC Harbison 14	AMC Harbison 14	name+geo	0.04
amc-hawthorn-12-vernon-hills	vernon-hills	amc-hawthorn-12	134	AMC Hawthorn 12 Vernon Hills	AMC Hawthorn 12	geo<=1km+zip	0.26
amc-headquarters-plaza-10	morristown	amc-headquarters-plaza-10	63	AMC Headquarters Plaza 10	AMC Headquarters Plaza 10	name+geo	0.04
amc-hialeah-12	miami-ft-lauderdale	amc-hialeah-12	4172	AMC Hialeah 12	AMC Hialeah 12	name+geo	0.02
amc-hickory-15	charlotte	amc-hickory-15	4308	AMC Hickory 15	AMC Hickory 15	name+geo	0.09
amc-high-point-8	greensboro-nc	amc-high-point-8	4309	AMC High Point 8	AMC High Point 8	name+geo	0.02
amc-highland-village-12	dallas-ft-worth	amc-highland-village-12	160	AMC Highland Village 12	AMC Highland Village 12	name+geo	0.43
amc-highlands-ranch-24	denver	amc-highlands-ranch-24	57	AMC Highlands Ranch 24	AMC Highlands Ranch 24	name+geo	0.07
amc-highwoods-20	tampa-st-petersburg	amc-highwoods-20	4187	AMC Highwoods 20	AMC Highwoods 20	name+geo	0.05
amc-hiram-14	atlanta	amc-hiram-14	4215	AMC Hiram 14	AMC Hiram 14	name+geo	0.05
amc-hoffman-center-22	washington-d-c	amc-hoffman-center-22	337	AMC Hoffman Center 22	AMC Hoffman Center 22	name+geo	0.03
amc-holland-8	grand-rapids	amc-holland-8	2907	AMC Holland 8	AMC Holland 8	name+geo	0.0
amc-houma-palace-10	new-orleans	amc-houma-palace-10	488	AMC Houma Palace 10	AMC Houma Palace 10	name+geo	0.0
amc-houston-8	houston	amc-houston-8	4485	AMC Houston 8	AMC Houston 8	name+geo	0.05
amc-hulen-10	dallas-ft-worth	amc-hulen-10	747	AMC Hulen 10	AMC Hulen 10	name+geo	0.11
amc-independence-commons-20	kansas-city	amc-independence-commons-20	30	AMC Independence Commons 20	AMC Independence Commons 20	name+geo	0.22
amc-indian-mound-heath-9	columbus	amc-indian-mound-9	382	AMC Indian Mound Heath 9	AMC Indian Mound 9	geo<=1km+zip	0.07
amc-indian-river-14	vero-beach	amc-classic-indian-river-24	586	AMC Indian River 14	AMC CLASSIC Indian River 24	geo<=1km+zip	0.31
amc-indianapolis-17	indianapolis	amc-indianapolis-17	6381	AMC Indianapolis 17	AMC Indianapolis 17	name+geo	0.07
amc-inver-grove-16	minneapolis-st-paul	amc-inver-grove-16	6401	AMC Inver Grove 16	AMC Inver Grove 16	name+geo	0.05
amc-irving-mall-14	dallas-ft-worth	amc-irving-mall-14	840	AMC Irving Mall 14	AMC Irving Mall 14	name+geo	0.05
amc-jersey-gardens-20	elizabeth	amc-jersey-gardens-20	2198	AMC Jersey Gardens 20	AMC Jersey Gardens 20	name+geo	0.44
amc-john-r-15	detroit	amc-john-r-15	2904	AMC John R 15	AMC John R 15	name+geo	0.03
amc-johnson-city-14	tri-cities-tn	amc-johnson-city-14	4460	AMC Johnson City 14	AMC Johnson City 14	name+geo	0.22
amc-kabuki-8	san-francisco	amc-kabuki-8	4145	AMC Kabuki 8	AMC Kabuki 8	name+geo	0.01
amc-katy-mills-20	houston	amc-katy-mills-20	148	AMC Katy Mills 20	AMC Katy Mills 20	name+geo	0.17
amc-kent-station-14	seattle-tacoma	amc-kent-station-14	606	AMC Kent Station 14	AMC Kent Station 14	name+geo	0.07
amc-kips-bay-15-new-york	new-york-city	amc-kips-bay-15	2195	AMC Kips Bay 15 New York	AMC Kips Bay 15	geo<=1km+zip	0.02
amc-kitsap-8	seattle-tacoma	amc-kitsap-8	882	AMC Kitsap 8	AMC Kitsap 8	name+geo	0.01
amc-la-jolla-12	san-diego	amc-la-jolla-12	423	AMC La Jolla 12	AMC La Jolla 12	name+geo	0.03
amc-la-mirada-7	los-angeles	amc-la-mirada-7	759	AMC La Mirada 7	AMC La Mirada 7	name+geo	0.2
amc-lake-in-the-hills-12	chicago	amc-lake-in-the-hills-12	6501	AMC Lake in the Hills 12	AMC Lake In The Hills 12	name+geo	0.03
amc-lake-square-12	leesburg	amc-lake-square-12	296	AMC Lake Square 12	AMC Lake Square 12	name+geo	1.51
amc-lake-worth-14	dallas-ft-worth	amc-lake-worth-14	748	AMC Lake Worth 14	AMC Lake Worth 14	name+geo	0.04
amc-lakeline-9-cedar-park	austin	amc-lakeline-9	161	AMC Lakeline 9 Cedar Park	AMC Lakeline 9	geo<=1km+zip	0.09
amc-lakeshore-8	tampa-st-petersburg	amc-lakeshore-8	4185	AMC Lakeshore 8	AMC Lakeshore 8	name+geo	0.1
amc-lakewood-mall-12	seattle-tacoma	amc-lakewood-mall-12	2447	AMC Lakewood Mall 12	AMC Lakewood Mall 12	name+geo	0.04
amc-landmark-8	new-york-city	amc-landmark-8	632	AMC Landmark 8	AMC Landmark 8	name+geo	0.02
amc-layton-hills-9	salt-lake-city	amc-layton-hills-9	2239	AMC Layton Hills 9	AMC Layton Hills 9	name+geo	0.03
amc-legends-14-kansas-city	kansas-city	amc-legends-14	115	AMC Legends 14 Kansas City	AMC Legends 14	geo<=1km+zip	0.37
amc-liberty-tree-mall-20	boston	amc-liberty-tree-mall-20	2790	AMC Liberty Tree Mall 20	AMC Liberty Tree Mall 20	name+geo	0.14
amc-lincoln-square-13	new-york-city	amc-lincoln-square-13	2116	AMC Lincoln Square 13	AMC Lincoln Square 13	name+geo	0.01
amc-livonia-19	detroit	amc-livonia-20	538	AMC Livonia 19	AMC Livonia 20	geo<=1km+zip	0.04
amc-longview-10	tyler-tx	amc-longview-10	4486	AMC Longview 10	AMC Longview 10	name+geo	0.01
amc-loudoun-station-11-ashburn	washington-d-c	amc-loudoun-station-11	754	AMC Loudoun Station 11 Ashburn	AMC Loudoun Station 11	geo<=1km+zip	0.03
amc-lufkin-9	tyler-tx	amc-lufkin-9	4487	AMC Lufkin 9	AMC Lufkin 9	name+geo	0.13
amc-lynnhaven-18	norfolk	amc-lynnhaven-18	334	AMC Lynnhaven 18	AMC Lynnhaven 18	name+geo	0.03
amc-machesney-park-14	rockford	amc-machesney-park-14	6832	AMC Machesney Park 14	AMC Machesney Park 14	name+geo	0.06
amc-madison-yards-8	atlanta	amc-madison-yards-8	415	AMC Madison Yards 8	AMC Madison Yards 8	name+geo	0.31
amc-magic-johnson-capital-center-12	washington-d-c	amc-magic-johnson-capital-center-12	2307	AMC Magic Johnson Capital Center 12	AMC Magic Johnson Capital Center 12	name+geo	0.03
amc-magic-johnson-harlem-9	new-york-city	amc-magic-johnson-harlem-9	2304	AMC Magic Johnson Harlem 9	AMC Magic Johnson Harlem 9	name+geo	0.05
amc-majestic-6-stamford	new-york-city	amc-majestic-6	631	AMC Majestic 6 Stamford	AMC Majestic 6	geo<=1km+zip	0.03
amc-mall-of-louisiana-15	baton-rouge	amc-mall-of-louisiana-15	464	AMC Mall Of Louisiana 15	AMC Mall of Louisiana 15	name+geo	0.83
amc-manteca-16	san-francisco	amc-manteca-16	6555	AMC Manteca 16	AMC Manteca 16	name+geo	0.05
amc-maple-ridge-8-amherst	buffalo	amc-maple-ridge-8	554	AMC Maple Ridge 8 Amherst	AMC Maple Ridge 8	geo<=1km+zip	0.01
amc-marina-marketplace-6	los-angeles	amc-marina-marketplace-6	446	AMC Marina Marketplace 6	AMC Marina Marketplace 6	name+geo	0.03
amc-marina-pacifica-12-long-beach	los-angeles	amc-marina-pacifica-12	234	AMC Marina Pacifica 12 Long Beach	AMC Marina Pacifica 12	geo<=1km+zip	0.09
amc-market-fair-15	raleigh-durham	amc-market-fair-15	4302	AMC Market Fair 15	AMC Market Fair 15	name+geo	0.07
amc-market-square-10	chicago	amc-market-square-10	4244	AMC Market Square 10	AMC Market Square 10	name+geo	0.05
amc-marketfair-princeton-10	philadelphia	amc-marketfair-10	68	AMC Marketfair Princeton 10	AMC MarketFair 10	geo<=1km+zip	0.0
amc-marple-10	philadelphia	amc-marple-10	596	AMC Marple 10	AMC Marple 10	name+geo	0.39
amc-marquis-16	new-york-city	amc-marquis-16	624	AMC Marquis 16	AMC Marquis 16	name+geo	0.03
amc-mayfair-mall-18-wauwatosa	milwaukee	amc-mayfair-mall-18	858	AMC Mayfair Mall 18 Wauwatosa	AMC Mayfair Mall 18	geo<=1km+zip	0.02
amc-mercado-20-santa-clara	san-jose	amc-mercado-20	447	AMC Mercado 20 Santa Clara	AMC Mercado 20	geo<=1km+zip	0.03
amc-merchants-crossing-16	fort-myers	amc-merchants-crossing-16	272	AMC Merchants Crossing 16	AMC Merchants Crossing 16	name+geo	0.11
amc-mesa-grande-14	phoenix	amc-mesa-grand-14	103	AMC Mesa Grande 14	AMC Mesa Grand 14	geo<=1km+zip	0.09
amc-mesquite-30	dallas-ft-worth	amc-mesquite-30	269	AMC Mesquite 30	AMC Mesquite 30	name+geo	0.05
amc-methuen-20-at-the-loop	boston	amc-methuen-20	2660	AMC Methuen 20 (at The Loop)	AMC Methuen 20	geo<=1km+zip	0.39
amc-metreon-16-san-francisco	san-francisco	amc-metreon-16	2325	AMC Metreon 16 San Francisco	AMC Metreon 16	geo<=1km+zip	0.05
amc-metropark-square-10	houston	amc-metropark-square-10	170	AMC Metropark Square 10	AMC Metropark Square 10	name+geo	0.26
amc-mill-plain-8	seattle-tacoma	amc-classic-mill-plain-8	615	AMC Mill Plain 8	AMC CLASSIC Mill Plain 8	name+geo	0.03
amc-mission-valley-20-san-diego	san-diego	amc-mission-valley-20	246	AMC Mission Valley 20 San Diego	AMC Mission Valley 20	geo<=1km+zip	0.13
